person,text,text_empty,table,description_text
C_78,```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they start conversations. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.027 | In particular they said that they start conversations. |
| neuroticism | 1.328 | In particular they said that they are relaxed most of the time.  |
| agreeableness | 0.268 |   |
| conscientiousness | 0.398 |   |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```","```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they start conversations. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.027 | In particular they said that they start conversations. |
| neuroticism | 1.328 | In particular they said that they are relaxed most of the time.  |
| agreeableness | 0.268 |   |
| conscientiousness | 0.398 |   |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```"
C_79,```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they talk to a lot of different people at parties. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is quite critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.445 | In particular they said that they talk to a lot of different people at parties. |
| neuroticism | -0.152 |   |
| agreeableness | -0.800 |   |
| conscientiousness | 0.548 |   |
| openness | -0.757 |   |```","```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they talk to a lot of different people at parties. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is quite critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.445 | In particular they said that they talk to a lot of different people at parties. |
| neuroticism | -0.152 |   |
| agreeableness | -0.800 |   |
| conscientiousness | 0.548 |   |
| openness | -0.757 |   |```"
C_80,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they keep in the background. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is very critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they insult people. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.591 | In particular they said that they keep in the background. |
| neuroticism | -1.093 | In particular they said that they get stressed out easily. |
| agreeableness | -1.067 | In particular they said that they insult people. |
| conscientiousness | -0.205 |   |
| openness | -0.924 |   |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they keep in the background. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is very critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they insult people. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.591 | In particular they said that they keep in the background. |
| neuroticism | -1.093 | In particular they said that they get stressed out easily. |
| agreeableness | -1.067 | In particular they said that they insult people. |
| conscientiousness | -0.205 |   |
| openness | -0.924 |   |```"
C_81,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they are quiet around strangers. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.068 | In particular they said that they are quiet around strangers. |
| neuroticism | -0.421 |   |
| agreeableness | 1.337 | In particular they said that they interested in people. |
| conscientiousness | -0.658 |   |
| openness | 0.413 |   |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they are quiet around strangers. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is very friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. In particular they said that they interested in people. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.068 | In particular they said that they are quiet around strangers. |
| neuroticism | -0.421 |   |
| agreeableness | 1.337 | In particular they said that they interested in people. |
| conscientiousness | -0.658 |   |
| openness | 0.413 |   |```"
C_82,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they keep in the background. The candidate is quite sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they feel little concern for others. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.068 | In particular they said that they keep in the background. |
| neuroticism | 0.925 |   |
| agreeableness | -2.135 | In particular they said that they feel little concern for others. |
| conscientiousness | 0.548 |   |
| openness | 0.747 |   |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they keep in the background. The candidate is quite sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they feel little concern for others. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.068 | In particular they said that they keep in the background. |
| neuroticism | 0.925 |   |
| agreeableness | -2.135 | In particular they said that they feel little concern for others. |
| conscientiousness | 0.548 |   |
| openness | 0.747 |   |```"
C_83,```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they are the life of the party. The candidate is quite sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.445 | In particular they said that they are the life of the party. |
| neuroticism | 0.790 |   |
| agreeableness | 0.402 |   |
| conscientiousness | -1.110 | In particular they said that they leave their belongings around. |
| openness | -0.423 |   |```","```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they are the life of the party. The candidate is quite sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.445 | In particular they said that they are the life of the party. |
| neuroticism | 0.790 |   |
| agreeableness | 0.402 |   |
| conscientiousness | -1.110 | In particular they said that they leave their belongings around. |
| openness | -0.423 |   |```"
C_84,```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they seldom feel blue. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they often forget to put things back in their proper place. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.439 |   |
| neuroticism | 1.059 | In particular they said that they seldom feel blue.  |
| agreeableness | 0.669 |   |
| conscientiousness | -1.261 | In particular they said that they often forget to put things back in their proper place. |
| openness | -0.256 |   |```","```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they seldom feel blue. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they often forget to put things back in their proper place. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.439 |   |
| neuroticism | 1.059 | In particular they said that they seldom feel blue.  |
| agreeableness | 0.669 |   |
| conscientiousness | -1.261 | In particular they said that they often forget to put things back in their proper place. |
| openness | -0.256 |   |```"
C_85,```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they are the life of the party. The candidate is quite sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.131 | In particular they said that they are the life of the party. |
| neuroticism | 0.790 |   |
| agreeableness | 0.936 |   |
| conscientiousness | -0.055 |   |
| openness | -0.423 |   |```","```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they are the life of the party. The candidate is quite sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.131 | In particular they said that they are the life of the party. |
| neuroticism | 0.790 |   |
| agreeableness | 0.936 |   |
| conscientiousness | -0.055 |   |
| openness | -0.423 |   |```"
C_86,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont talk a lot. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they are not interested in other peoples problems. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is extremely consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they are not interested in abstract ideas. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.696 | In particular they said that they dont talk a lot. |
| neuroticism | -0.690 |   |
| agreeableness | -2.002 | In particular they said that they are not interested in other peoples problems. |
| conscientiousness | -0.055 |   |
| openness | -2.094 | In particular they said that they are not interested in abstract ideas. |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont talk a lot. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is extremely critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they are not interested in other peoples problems. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is extremely consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they are not interested in abstract ideas. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.696 | In particular they said that they dont talk a lot. |
| neuroticism | -0.690 |   |
| agreeableness | -2.002 | In particular they said that they are not interested in other peoples problems. |
| conscientiousness | -0.055 |   |
| openness | -2.094 | In particular they said that they are not interested in abstract ideas. |```"
C_87,```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.398 |   |
| neuroticism | -1.632 | In particular they said that they get stressed out easily. |
| agreeableness | 0.535 |   |
| conscientiousness | -0.507 |   |
| openness | -0.924 |   |```","```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.398 |   |
| neuroticism | -1.632 | In particular they said that they get stressed out easily. |
| agreeableness | 0.535 |   |
| conscientiousness | -0.507 |   |
| openness | -0.924 |   |```"
C_88,```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is extremely sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is very critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they feel little concern for others. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is extremely consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they have difficulty understanding abstract ideas. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.294 |   |
| neuroticism | 2.135 | In particular they said that they are relaxed most of the time.  |
| agreeableness | -1.868 | In particular they said that they feel little concern for others. |
| conscientiousness | -1.261 | In particular they said that they leave their belongings around. |
| openness | -3.264 | In particular they said that they have difficulty understanding abstract ideas. |```","```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is extremely sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is very critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they feel little concern for others. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is extremely consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they have difficulty understanding abstract ideas. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.294 |   |
| neuroticism | 2.135 | In particular they said that they are relaxed most of the time.  |
| agreeableness | -1.868 | In particular they said that they feel little concern for others. |
| conscientiousness | -1.261 | In particular they said that they leave their belongings around. |
| openness | -3.264 | In particular they said that they have difficulty understanding abstract ideas. |```"
C_89,```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.335 |   |
| neuroticism | 1.059 | In particular they said that they are relaxed most of the time.  |
| agreeableness | 0.268 |   |
| conscientiousness | 0.548 |   |
| openness | -0.924 |   |```","```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is very sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. In particular they said that they are relaxed most of the time. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.335 |   |
| neuroticism | 1.059 | In particular they said that they are relaxed most of the time.  |
| agreeableness | 0.268 |   |
| conscientiousness | 0.548 |   |
| openness | -0.924 |   |```"
C_90,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.753 |   |
| neuroticism | -0.690 |   |
| agreeableness | 0.669 |   |
| conscientiousness | -1.412 | In particular they said that they leave their belongings around. |
| openness | 0.413 |   |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is quite resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is very extravagant and careless. The candidate tends to be less careful or diligent. In particular they said that they leave their belongings around. The candidate is relatively inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.753 |   |
| neuroticism | -0.690 |   |
| agreeableness | 0.669 |   |
| conscientiousness | -1.412 | In particular they said that they leave their belongings around. |
| openness | 0.413 |   |```"
C_91,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is very critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they are not interested in other peoples problems. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.858 |   |
| neuroticism | 0.252 |   |
| agreeableness | -1.067 | In particular they said that they are not interested in other peoples problems. |
| conscientiousness | 0.548 |   |
| openness | 0.914 |   |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is very critical and rational. The candidate tends to be less cooperative polite kind and friendly. In particular they said that they are not interested in other peoples problems. The candidate is quite efficient and organized. The candidate tends to be more careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.858 |   |
| neuroticism | 0.252 |   |
| agreeableness | -1.067 | In particular they said that they are not interested in other peoples problems. |
| conscientiousness | 0.548 |   |
| openness | 0.914 |   |```"
C_92,```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they pay attention to details. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.294 |   |
| neuroticism | 0.117 |   |
| agreeableness | -0.399 |   |
| conscientiousness | 1.302 | In particular they said that they pay attention to details. |
| openness | -0.088 |   |```","```The candidate is relatively outgoing and energetic. The candidate tends to be more social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they pay attention to details. The candidate is relatively consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.294 |   |
| neuroticism | 0.117 |   |
| agreeableness | -0.399 |   |
| conscientiousness | 1.302 | In particular they said that they pay attention to details. |
| openness | -0.088 |   |```"
C_93,```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.021 |   |
| neuroticism | 0.386 |   |
| agreeableness | 0.936 |   |
| conscientiousness | -0.356 |   |
| openness | 0.747 |   |```","```The candidate is relatively solitary and reserved. The candidate tends to be less social. The candidate is relatively sensitive and nervous. The candidate tends to feel more negative emotions and anxiety. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite inventive and curious. The candidate tends to be more open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.021 |   |
| neuroticism | 0.386 |   |
| agreeableness | 0.936 |   |
| conscientiousness | -0.356 |   |
| openness | 0.747 |   |```"
C_94,```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is very consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they have difficulty understanding abstract ideas. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.544 |   |
| neuroticism | -0.152 |   |
| agreeableness | -0.399 |   |
| conscientiousness | 1.302 | In particular they said that they are always prepared. |
| openness | -1.760 | In particular they said that they have difficulty understanding abstract ideas. |```","```The candidate is quite solitary and reserved. The candidate tends to be less social. The candidate is relatively resilient and confident. The candidate tends to feel less negative emotions and anxiety. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is very efficient and organized. The candidate tends to be more careful or diligent. In particular they said that they are always prepared. The candidate is very consistent and cautious. The candidate tends to be less open to new ideas and experiences. In particular they said that they have difficulty understanding abstract ideas. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -0.544 |   |
| neuroticism | -0.152 |   |
| agreeableness | -0.399 |   |
| conscientiousness | 1.302 | In particular they said that they are always prepared. |
| openness | -1.760 | In particular they said that they have difficulty understanding abstract ideas. |```"
C_95,```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they start conversations. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.027 | In particular they said that they start conversations. |
| neuroticism | -1.363 | In particular they said that they get stressed out easily. |
| agreeableness | 0.936 |   |
| conscientiousness | 0.398 |   |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```","```The candidate is very outgoing and energetic. The candidate tends to be more social. In particular they said that they start conversations. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is quite friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is relatively efficient and organized. The candidate tends to be more careful or diligent. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 1.027 | In particular they said that they start conversations. |
| neuroticism | -1.363 | In particular they said that they get stressed out easily. |
| agreeableness | 0.936 |   |
| conscientiousness | 0.398 |   |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```"
C_96,```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -1.766 | In particular they said that they get stressed out easily. |
| agreeableness | -0.266 |   |
| conscientiousness | -0.356 |   |
| openness | -0.590 |   |```","```The candidate is quite outgoing and energetic. The candidate tends to be more social. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they get stressed out easily. The candidate is relatively critical and rational. The candidate tends to be less cooperative polite kind and friendly. The candidate is relatively extravagant and careless. The candidate tends to be less careful or diligent. The candidate is quite consistent and cautious. The candidate tends to be less open to new ideas and experiences. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | 0.608 |   |
| neuroticism | -1.766 | In particular they said that they get stressed out easily. |
| agreeableness | -0.266 |   |
| conscientiousness | -0.356 |   |
| openness | -0.590 |   |```"
C_97,```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont talk a lot. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they change their mood a lot. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. ```,```The candidate is...```,"```Here is a statistical description of the candidate.
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.382 | In particular they said that they dont talk a lot. |
| neuroticism | -1.363 | In particular they said that they change their mood a lot. |
| agreeableness | 0.402 |   |
| conscientiousness | -0.959 |   |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```","```The candidate is very solitary and reserved. The candidate tends to be less social. In particular they said that they dont talk a lot. The candidate is very resilient and confident. The candidate tends to feel less negative emotions and anxiety. In particular they said that they change their mood a lot. The candidate is relatively friendly and compassionate. The candidate tends to be more cooperative polite kind and friendly. The candidate is quite extravagant and careless. The candidate tends to be less careful or diligent. The candidate is very inventive and curious. The candidate tends to be more open to new ideas and experiences. In particular they said that they have a rich vocabulary. 
| Factor | Z-score | Relevant question |
|:------|------:|:--------------------|
| extraversion | -1.382 | In particular they said that they dont talk a lot. |
| neuroticism | -1.363 | In particular they said that they change their mood a lot. |
| agreeableness | 0.402 |   |
| conscientiousness | -0.959 |   |
| openness | 1.081 | In particular they said that they have a rich vocabulary. |```"
